Contact Energy,Chemotaxis Lambda,Proliferative Probability,Invasive Area,Infiltrative Area,Single Defects,Fingers,Detached Cells,Clusters,MCS
-5.0,0.0,0.9,2656.5,2656.5,0,0,0,0,400
-5.0,0.0,0.9,2559.0,2559.0,0,0,0,0,400
-5.0,0.0,0.9,2190.0,2190.0,0,0,0,0,400
-5.0,0.0,1.0,2528.0,2528.0,0,0,0,0,400
-5.0,0.0,1.0,2416.0,2416.0,0,0,0,0,400
-5.0,0.0,1.0,1494.5,1494.5,0,0,0,0,400
-5.0,0.0,1.0,1884.0,1884.0,0,0,0,0,400
-5.0,0.0,1.0,2471.0,2471.0,0,0,0,0,400
-5.0,0.0,1.0,1793.0,1793.0,0,0,0,0,400
-5.0,0.0,1.0,1752.0,1752.0,0,0,0,0,400
-5.0,0.0,1.0,1433.0,1433.0,0,0,0,0,400
-5.0,0.0,1.0,3071.5,3071.5,0,0,0,0,400
-5.0,0.0,1.0,2578.0,2578.0,0,0,0,0,400
-5.0,0.0,1.0,2053.5,2053.5,0,0,0,0,400
-5.0,0.0,1.0,1948.0,1948.0,0,0,0,0,400
-5.0,3.0,0.0,2476.0,2476.0,0,0,0,0,400
-5.0,3.0,0.0,2478.0,2478.0,0,0,0,0,400
-5.0,3.0,0.0,2068.0,2068.0,0,0,0,0,400
-5.0,3.0,0.0,1847.5,1847.5,0,0,0,0,400
-5.0,3.0,0.0,1691.0,1691.0,0,0,0,0,400
-5.0,3.0,0.0,2033.5,2033.5,0,0,0,0,400
-5.0,3.0,0.0,2084.0,2084.0,0,0,0,0,400
-5.0,3.0,0.0,2044.5,2044.5,0,0,0,0,400
-5.0,3.0,0.0,2322.5,2322.5,0,0,0,0,400
-5.0,3.0,0.0,2428.0,2428.0,0,0,0,0,400
-5.0,3.0,0.0,2059.0,2059.0,0,0,0,0,400
-5.0,3.0,0.0,2065.0,2065.0,0,0,0,0,400
-5.0,3.0,0.1,2312.5,2312.5,0,0,0,0,400
-5.0,3.0,0.1,2080.5,2080.5,0,0,0,0,400
-5.0,3.0,0.1,2317.0,2317.0,0,0,0,0,400
-5.0,3.0,0.1,1971.0,1971.0,0,0,0,0,400
-5.0,3.0,0.1,2890.0,2890.0,0,0,0,0,400
-5.0,3.0,0.1,2248.5,2248.5,0,0,0,0,400
-5.0,3.0,0.1,2813.0,2813.0,0,0,0,0,400
-5.0,3.0,0.1,4421.5,4421.5,0,0,0,0,400
-5.0,3.0,0.1,1848.0,1848.0,0,0,0,0,400
-5.0,3.0,0.1,2045.5,2045.5,0,0,0,0,400
-5.0,3.0,0.1,2013.5,2013.5,0,0,0,0,400
-5.0,3.0,0.1,2098.0,2098.0,0,0,0,0,400
-5.0,3.0,0.2,2431.0,2431.0,0,0,0,0,400
-5.0,3.0,0.2,2809.0,2809.0,0,0,0,0,400
